UP3,ULP,Jenis Asset,Nama Asset JTM,Penyulang,Konstruksi (e.g. TM1),Material Conductor,Kapasitas / Panjang,Alamat / Lokasi,Latitude,Longitude
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_478,SIWALAN PANJI,TM1,A3CS,0,0,-7.44449,112.7377
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_739,SIWALAN PANJI,TM8,A3CS,0,0,-7.46024,112.73622
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_267,SIWALAN PANJI,TM8,A3CS,0,0,-7.43428,112.73594
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_564,SIWALAN PANJI,GTT2,A3CS,0,0,-7.43835,112.73511
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_487,SIWALAN PANJI,TM1,A3CS,0,0,-7.44543,112.74145
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_360,SIWALAN PANJI,TM1,A3CS,0,0,-7.444214,112.755411
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_9,SIWALAN PANJI,PMT,A3CS,0,0,-7.43017,112.73432
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_532,SIWALAN PANJI,TM8,A3CS,0,0,-7.45715,112.73934
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_577,SIWALAN PANJI,TM1,A3CS,0,0,-7.4437,112.73584
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_493,SIWALAN PANJI,TM1,A3CS,0,0,-7.44509,112.74417
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_289,SIWALAN PANJI,TM8,A3CS,0,0,-7.45987,112.74259
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_8,SIWALAN PANJI,PMS,A3CS,0,0,-7.4294,112.73458
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_522,SIWALAN PANJI,GTT2,A3CS,0,0,-7.45612,112.73754
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_359,SIWALAN PANJI,TM4,A3CS,0,0,-7.444518,112.753743
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_468,SIWALAN PANJI,GTT2,A3CS,0,0,-7.44006,112.73495
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_710,SIWALAN PANJI,TM8,A3CS,0,0,-7.445840975,112.751639
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_306,SIWALAN PANJI,TM4,A3CS,0,0,-7.45479,112.74663
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_78,SIWALAN PANJI,GTT2,A3CS,0,0,-7.43451,112.74193
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_328,SIWALAN PANJI,TM4,A3CS,0,0,-7.446057,112.754707
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_93,SIWALAN PANJI,GTT1,A3CS,0,0,-7.43302,112.73598
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_718,SIWALAN PANJI,TM1,A3CS,0,0,-7.44635202,112.753259
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_320,SIWALAN PANJI,GTT2,A3CS,0,0,-7.447727,112.75418
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_704,SIWALAN PANJI,TM1,A3CS,0,0,-7.446174994,112.750441
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_318,SIWALAN PANJI,TM1,A3CS,0,0,-7.4475328,112.75371
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_546,SIWALAN PANJI,TM8,A3CS,0,0,-7.44685,112.73551
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_597,SIWALAN PANJI,TM1,A3CS,0,0,-7.45306,112.73807
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_163,SIWALAN PANJI,TM8,A3CS,0,0,-7.4219,112.7387
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_473,SIWALAN PANJI,TM1,A3CS,0,0,-7.44309,112.73626
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_587,SIWALAN PANJI,TM1,A3CS,0,0,-7.44784,112.73719
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_327,SIWALAN PANJI,TM1,A3CS,0,0,-7.445769,112.754028
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_69,SIWALAN PANJI,TM1,A3CS,0,0,-7.43178,112.74018
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_332,SIWALAN PANJI,TM1,A3CS,0,0,-7.444435,112.750767
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_476,SIWALAN PANJI,TM5,A3CS,0,0,-7.44395,112.7371
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_326,SIWALAN PANJI,TM4,A3CS,0,0,-7.445392,112.753525
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_482,SIWALAN PANJI,TM1,A3CS,0,0,-7.4452,112.73921
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_545,SIWALAN PANJI,TM1,A3CS,0,0,-7.44696,112.73578
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_503,SIWALAN PANJI,GTT2,A3CS,0,0,-7.44526,112.74865
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_86,SIWALAN PANJI,TM1,A3CS,0,0,-7.42707,112.73768
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_277,SIWALAN PANJI,TM1,A3CS,0,0,-7.45958,112.74265
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_726,SIWALAN PANJI,TM1,A3CS,0,0,-7.445129016,112.752371
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_657,SIWALAN PANJI,TM1,A3CS,0,0,-7.458608961,112.74125
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_550,SIWALAN PANJI,TM1,A3CS,0,0,-7.44671,112.73494
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_463,SIWALAN PANJI,TM1,A3CS,0,0,-7.42645,112.73314
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_74,SIWALAN PANJI,TM1,A3CS,0,0,-7.43313,112.74126
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_459,SIWALAN PANJI,TM1,A3CS,0,0,-7.42608,112.73217
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_464,SIWALAN PANJI,TM5,A3CS,0,0,-7.42656,112.73341
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_225,SIWALAN PANJI,TM10,A3CS,0,0,-7.41718,112.74183
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_341,SIWALAN PANJI,TM1,A3CS,0,0,-7.443426,112.753376
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_500,SIWALAN PANJI,TM5,A3CS,0,0,-7.44484,112.74734
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_540,SIWALAN PANJI,TM1,A3CS,0,0,-7.46045,112.73569
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_284,SIWALAN PANJI,TM1,A3CS,0,0,-7.424753029,112.737892
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_316,SIWALAN PANJI,TM1,A3CS,0,0,-7.44772,112.75414
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_604,SIWALAN PANJI,TM1,A3CS,0,0,-7.45561,112.73719
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_561,SIWALAN PANJI,TM1,A3CS,0,0,-7.43745,112.73515
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_82,SIWALAN PANJI,TM1,A3CS,0,0,-7.42866,112.73734
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_437,SIWALAN PANJI,GTT2,A3CS,0,0,-7.447183311,112.7375041
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_89,SIWALAN PANJI,TM1,A3CS,0,0,-7.42548,112.73798
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_515,SIWALAN PANJI,TM1,A3CS,0,0,-7.44842,112.74026
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_339,SIWALAN PANJI,GTT2,A3CS,0,0,-7.445875,112.754224
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_594,SIWALAN PANJI,TM1,A3CS,0,0,-7.45145,112.73855
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_504,SIWALAN PANJI,TM5,A3CS,0,0,-7.44553,112.74884
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_717,SIWALAN PANJI,GTT2,A3CS,0,0,-7.446411029,112.753348
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_691,SIWALAN PANJI,TM1,A3CS,0,0,-7.459779996,112.742465
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_612,SIWALAN PANJI,TM10,A3CS,0,0,-7.45928,112.73632
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_613,SIWALAN PANJI,TM1,A3CS,0,0,-7.45951,112.73626
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_569,SIWALAN PANJI,TM2,A3CS,0,0,-7.44037,112.7351
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_486,SIWALAN PANJI,TM1,A3CS,0,0,-7.4455,112.741
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_97,SIWALAN PANJI,TM1,A3CS,0,0,-7.42738,112.7375
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_605,SIWALAN PANJI,TM1,A3CS,0,0,-7.45646,112.73697
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_368,SIWALAN PANJI,TM1,A3CS,0,0,-7.444332,112.755672
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_728,SIWALAN PANJI,TM1,A3CS,0,0,-7.445417019,112.753025
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_13,SIWALAN PANJI,TM1,A3CS,0,0,-7.43173,112.73409
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_3,SIWALAN PANJI,TM10,A3CS,0,0,-7.42768,112.73498
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_365,SIWALAN PANJI,TM1,A3CS,0,0,-7.4435,112.753651
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_557,SIWALAN PANJI,TM2,A3CS,0,0,-7.43587,112.7353
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_81,SIWALAN PANJI,TM1,A3CS,0,0,-7.4292,112.73726
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_373,SIWALAN PANJI,TM8,A3CS,0,0,-7.444866,112.736137
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_456,SIWALAN PANJI,TM5,A3CS,0,0,-7.4258,112.73141
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_543,SIWALAN PANJI,TM1,A3CS,0,0,-7.44709,112.73619
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_270,SIWALAN PANJI,TM1,A3CS,0,0,-7.42186,112.7386
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_301,SIWALAN PANJI,TM1,A3CS,0,0,-7.45522,112.74613
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_158,SIWALAN PANJI,TM1,A3CS,0,0,-7.42205,112.7386
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_351,SIWALAN PANJI,TM1,A3CS,0,0,-7.444367,112.753409
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_606,SIWALAN PANJI,TM1,A3CS,0,0,-7.45726,112.73677
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_481,SIWALAN PANJI,TM5,A3CS,0,0,-7.44501,112.7388
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_548,SIWALAN PANJI,GTT2,A3CS,0,0,-7.44635,112.73563
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_330,SIWALAN PANJI,TM1,A3CS,0,0,-7.444751,112.751575
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_162,SIWALAN PANJI,TM10,A3CS,0,0,-7.42215,112.73866
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_511,SIWALAN PANJI,TM1,A3CS,0,0,-7.4476,112.73884
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_4,SIWALAN PANJI,TM1,A3CS,0,0,-7.4279,112.73492
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_711,SIWALAN PANJI,TM1,A3CS,0,0,-7.445934014,112.751933
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_361,SIWALAN PANJI,TM1,A3CS,0,0,-7.443608,112.753865
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_551,SIWALAN PANJI,TM10,A3CS,0,0,-7.4466,112.73465
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_598,SIWALAN PANJI,TM1,A3CS,0,0,-7.45348,112.73794
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_461,SIWALAN PANJI,TM1,A3CS,0,0,-7.42619,112.73239
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_79,SIWALAN PANJI,TM1,A3CS,0,0,-7.4301,112.73702
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_697,SIWALAN PANJI,TM1,A3CS,0,0,-7.460083002,112.741396
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_483,SIWALAN PANJI,TM1,A3CS,0,0,-7.44536,112.73966
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_480,SIWALAN PANJI,GTT2,A3CS,0,0,-7.44483,112.73842
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_98,SIWALAN PANJI,GTT2,A3CS,0,0,-7.42734,112.73731
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_210,SIWALAN PANJI,TM8,A3CS,0,0,-7.41939,112.7409
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_578,SIWALAN PANJI,TM1,A3CS,0,0,-7.44412,112.73602
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_563,SIWALAN PANJI,TM8,A3CS,0,0,-7.43789,112.73513
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_715,SIWALAN PANJI,GTT2,A3CS,0,0,-7.44641304,112.753099
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_80,SIWALAN PANJI,TM1,A3CS,0,0,-7.42966,112.73719
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_505,SIWALAN PANJI,TM1,A3CS,0,0,-7.44757,112.73754
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_92,SIWALAN PANJI,TM2,A3CS,0,0,-7.43307,112.73615
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_527,SIWALAN PANJI,TM1,A3CS,0,0,-7.45863,112.73864
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_742,SIWALAN PANJI,TM4,A3CS,0,0,-7.46128,112.73607
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_436,SIWALAN PANJI,TM10,A3CS,0,0,-7.44733844,112.7375129
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_544,SIWALAN PANJI,TM1,A3CS,0,0,-7.44705,112.73609
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_25,SIWALAN PANJI,GTT2,A3CS,0,0,-7.43534,112.7376
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_574,SIWALAN PANJI,TM1,A3CS,0,0,-7.44257,112.73557
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_713,SIWALAN PANJI,TM1,A3CS,0,0,-7.446135012,112.752424
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_362,SIWALAN PANJI,TM1,A3CS,0,0,-7.44372,112.754132
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_514,SIWALAN PANJI,TM1,A3CS,0,0,-7.44807,112.74029
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_16,SIWALAN PANJI,TM1,A3CS,0,0,-7.43414,112.73581
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_521,SIWALAN PANJI,TM11,A3CS,0,0,-7.45431,112.738
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_325,SIWALAN PANJI,TM1,A3CS,0,0,-7.445276,112.753177
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_292,SIWALAN PANJI,TM10,A3CS,0,0,-7.46043,112.74252
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_348,SIWALAN PANJI,TM1,A3CS,0,0,-7.444345,112.753375
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_508,SIWALAN PANJI,GTT2,A3CS,0,0,-7.44803,112.73797
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_313,SIWALAN PANJI,TM1,A3CS,0,0,-7.4472459,112.75304
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_10,SIWALAN PANJI,TM1,A3CS,0,0,-7.43058,112.73423
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_311,SIWALAN PANJI,GTT2,A3CS,0,0,-7.4469105,112.75221
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_62,SIWALAN PANJI,TM2,A3CS,0,0,-7.43111,112.73767
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_261,SIWALAN PANJI,TM11,A3CS,0,0,-7.43323,112.73436
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_669,SIWALAN PANJI,TM10,A3CS,0,0,-7.457596008,112.745694
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_346,SIWALAN PANJI,GTT2,A3CS,0,0,-7.443295,112.753163
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_518,SIWALAN PANJI,TM1,A3CS,0,0,-7.44738,112.74041
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_727,SIWALAN PANJI,GTT2,A3CS,0,0,-7.445268994,112.752694
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_226,SIWALAN PANJI,TM1,A3CS,0,0,-7.41726,112.74218
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_472,SIWALAN PANJI,TM1,A3CS,0,0,-7.44292,112.7359
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_369,SIWALAN PANJI,TM1,A3CS,0,0,-7.44443,112.755907
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_490,SIWALAN PANJI,TM1,A3CS,0,0,-7.44522,112.7428
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_477,SIWALAN PANJI,TM2,A3CS,0,0,-7.44426,112.73736
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_275,SIWALAN PANJI,TM1,A3CS,0,0,-7.45903,112.74274
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_280,SIWALAN PANJI,GTT2,A3CS,0,0,-7.432855982,112.736315
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_591,SIWALAN PANJI,TM2,A3CS,0,0,-7.44947,112.73789
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_729,SIWALAN PANJI,TM1,A3CS,0,0,-7.445547022,112.75335
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_222,SIWALAN PANJI,TM1,A3CS,0,0,-7.41804,112.74149
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_45,SIWALAN PANJI,TM10,A3CS,0,0,-7.43706,112.73732
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_565,SIWALAN PANJI,TM1,A3CS,0,0,-7.43873,112.73511
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_714,SIWALAN PANJI,GTT2,A3CS,0,0,-7.446272979,112.752739
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_340,SIWALAN PANJI,TM1,A3CS,0,0,-7.444158,112.753073
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_588,SIWALAN PANJI,TM1,A3CS,0,0,-7.44812,112.73731
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_87,SIWALAN PANJI,TM1,A3CS,0,0,-7.42655,112.73776
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_75,SIWALAN PANJI,TM1,A3CS,0,0,-7.43352,112.74142
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_21,SIWALAN PANJI,TM10,A3CS,0,0,-7.43484,112.73728
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_648,SIWALAN PANJI,GTT2,A3CS,0,0,-7.457127962,112.73929
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_160,SIWALAN PANJI,TM1,A3CS,0,0,-7.42334,112.73842
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_323,SIWALAN PANJI,TM1,A3CS,0,0,-7.445024,112.752562
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_524,SIWALAN PANJI,TM2,A3CS,0,0,-7.45957,112.7379
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_57,SIWALAN PANJI,TM1,A3CS,0,0,-7.43169,112.73678
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_287,SIWALAN PANJI,GTT2,A3CS,0,0,-7.433517985,112.736632
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_602,SIWALAN PANJI,TM1,A3CS,0,0,-7.45488,112.73743
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_347,SIWALAN PANJI,TM1,A3CS,0,0,-7.443567,112.752562
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_734,SIWALAN PANJI,TM8,A3CS,0,0,-7.45032,112.73829
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_562,SIWALAN PANJI,TM11,A3CS,0,0,-7.43774,112.73514
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_224,SIWALAN PANJI,GTT2,A3CS,0,0,-7.41752,112.74173
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_708,SIWALAN PANJI,GTT2,A3CS,0,0,-7.446842026,112.752055
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_479,SIWALAN PANJI,TM1,A3CS,0,0,-7.44467,112.73806
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_271,SIWALAN PANJI,TM1,A3CS,0,0,-7.42164,112.7386
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_661,SIWALAN PANJI,TM2,A3CS,0,0,-7.458352977,112.742772
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_694,SIWALAN PANJI,TM11,A3CS,0,0,-7.460278971,112.741981
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_659,SIWALAN PANJI,TM1,A3CS,0,0,-7.458733013,112.74216
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_695,SIWALAN PANJI,GTT2,A3CS,0,0,-7.460297998,112.741916
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_282,SIWALAN PANJI,TM1,A3CS,0,0,-7.42766398,112.737458
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_707,SIWALAN PANJI,TM1,A3CS,0,0,-7.446688972,112.751721
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_498,SIWALAN PANJI,TM1,A3CS,0,0,-7.44488,112.74642
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_712,SIWALAN PANJI,TM1,A3CS,0,0,-7.446010038,112.752106
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_615,SIWALAN PANJI,TM10,A3CS,0,0,-7.46011,112.73613
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_349,SIWALAN PANJI,GTT2,A3CS,0,0,-7.444497,112.753665
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_651,SIWALAN PANJI,TM1,A3CS,0,0,-7.457782002,112.740837
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_554,SIWALAN PANJI,TM1,A3CS,0,0,-7.44662,112.73381
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_555,SIWALAN PANJI,TM5,A3CS,0,0,-7.43502,112.73564
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_356,SIWALAN PANJI,TM1,A3CS,0,0,-7.444033,112.752752
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_469,SIWALAN PANJI,GTT2,A3CS,0,0,-7.44121,112.73493
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_335,SIWALAN PANJI,TM1,A3CS,0,0,-7.444582,112.751506
